Churn,Contract,customerID,Dependents,DeviceProtection,gender,InternetService,MultipleLines,Sum of MonthlyCharges,Sum of numAdminTickets,Sum of numTechTickets,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingTV,StreamingMovies,TechSupport,Sum of tenure,Sum of TotalCharges
Yes,Month-to-month,5590-BYNII,No,No,Male,Fiber optic,Yes,100.75,0,1,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,22,2095
Yes,Month-to-month,5590-YRFJT,No,No,Female,DSL,No phone service,24.45,2,0,No,No,Yes,Yes,Electronic check,No,No,No,No,No,20,482.8
Yes,Month-to-month,5597-GLBUC,No,Yes,Female,Fiber optic,No,85.45,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,1,85.45
Yes,Month-to-month,5609-CEBID,No,Yes,Female,Fiber optic,Yes,94.1,0,3,Yes,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,20,1782.4
Yes,Month-to-month,5616-PRTNT,Yes,No internet service,Male,No,No,19.4,0,0,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,20,374.5
Yes,Month-to-month,5624-BQSSA,No,No internet service,Female,No,No,20.95,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,20.95
Yes,Month-to-month,5644-PDMZC,No,No,Female,Fiber optic,Yes,89.5,0,0,Yes,No,No,No,Electronic check,Yes,Yes,No,Yes,No,2,161.5
Yes,Month-to-month,5649-ANRML,No,Yes,Male,Fiber optic,No,95.1,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,No,Yes,Yes,2,180.25
Yes,Month-to-month,5649-TJHOV,No,No,Male,DSL,No phone service,36.5,0,0,No,No,No,Yes,Bank transfer (automatic),No,Yes,No,Yes,No,27,1032
Yes,Month-to-month,5650-VDUDS,No,No,Female,DSL,No phone service,24.25,2,0,No,No,Yes,No,Mailed check,No,No,No,No,No,4,96.05
Yes,Month-to-month,5655-JSMZM,No,No,Male,Fiber optic,Yes,96.2,0,4,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,49,4718.25
Yes,Month-to-month,5669-SRAIP,No,Yes,Female,DSL,No phone service,39.5,0,0,No,No,No,No,Electronic check,No,No,No,Yes,No,5,210.75
Yes,Month-to-month,5673-FSSMF,No,No,Female,DSL,Yes,60.15,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,1,60.15
Yes,Month-to-month,5673-TIYIB,No,Yes,Male,DSL,No phone service,40.4,0,0,Yes,No,Yes,No,Credit card (automatic),No,No,No,No,Yes,2,77.15
Yes,Month-to-month,5685-IIXLY,Yes,No,Female,Fiber optic,No,83.6,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,5,404.2
Yes,Month-to-month,5687-DKDTV,No,No internet service,Female,No,No,20.35,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,4,77.5
Yes,Month-to-month,5688-KZTSN,Yes,No internet service,Male,No,No,20,0,0,No internet service,No internet service,Yes,Yes,Electronic check,Yes,No,No internet service,No internet service,No internet service,15,288.05
Yes,Month-to-month,5692-FPTAH,No,No,Female,DSL,No,45.4,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,45.4
Yes,Month-to-month,5696-QURRL,No,No,Male,DSL,No,45.05,5,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,45.05
Yes,Month-to-month,5698-BQJOH,No,No,Female,Fiber optic,Yes,94.4,0,0,No,No,No,No,Electronic check,Yes,No,Yes,Yes,No,9,857.25
Yes,Month-to-month,5707-ORNDZ,No,No,Male,DSL,Yes,54.55,0,0,No,Yes,No,No,Electronic check,Yes,Yes,No,No,No,9,494.05
Yes,Month-to-month,5708-EVONK,Yes,No,Female,Fiber optic,Yes,93.4,2,5,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,58,5435.6
Yes,Month-to-month,5712-PTIWW,No,Yes,Male,Fiber optic,No,79.85,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,2,152.45
Yes,Month-to-month,5729-KLZAR,Yes,No,Female,Fiber optic,No,80.85,0,0,No,No,No,Yes,Electronic check,Yes,No,No,Yes,No,4,302.75
Yes,Month-to-month,5747-PMBSQ,No,Yes,Male,Fiber optic,No,92.5,0,1,Yes,No,Yes,Yes,Mailed check,Yes,Yes,Yes,No,Yes,10,934.1
Yes,Month-to-month,5759-RCVCB,No,No,Female,DSL,No phone service,35.2,0,0,No,No,No,No,Credit card (automatic),No,No,Yes,No,No,3,108.95
Yes,Month-to-month,5766-XQXMQ,No,Yes,Female,DSL,No,68.85,0,3,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,Yes,No,29,1970.5
Yes,Month-to-month,5766-ZJYBB,No,No internet service,Male,No,No,19.4,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.4
Yes,Month-to-month,5797-APWZC,No,No,Female,Fiber optic,No,90.6,0,0,No,No,No,No,Electronic check,Yes,No,Yes,Yes,No,1,90.6
Yes,Month-to-month,5804-LEPIM,No,No,Female,Fiber optic,No,70.35,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,2,139.05
Yes,Month-to-month,5813-UECBU,No,Yes,Male,Fiber optic,Yes,83.85,0,2,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,No,No,No,33,2716.3
Yes,Month-to-month,5832-XKAES,No,No,Male,Fiber optic,No,69.8,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,2,134.7
Yes,Month-to-month,5834-ASPWA,No,No,Male,Fiber optic,Yes,75.45,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,75.45
Yes,Month-to-month,5835-BEQEU,No,No,Male,Fiber optic,Yes,76.95,3,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,3,228.4
Yes,Month-to-month,5842-POCOP,No,Yes,Female,Fiber optic,No,88.9,0,0,No,Yes,Yes,Yes,Mailed check,Yes,No,No,Yes,No,5,454.15
Yes,Month-to-month,5868-CZJDR,Yes,No,Male,DSL,No phone service,31.35,4,0,Yes,No,Yes,No,Mailed check,No,No,No,No,No,1,31.35
Yes,Month-to-month,5868-YWPDW,No,No,Male,Fiber optic,No,84.2,0,0,Yes,No,Yes,Yes,Electronic check,Yes,Yes,No,Yes,No,6,519.15
Yes,Month-to-month,5875-YPQFJ,No,No,Male,Fiber optic,No,69.9,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,69.9
Yes,Month-to-month,5876-HZVZM,Yes,No,Female,DSL,No,55.9,0,0,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,No,No,No,6,365.35
Yes,Month-to-month,5883-GTGVD,No,No,Male,Fiber optic,Yes,99.95,0,1,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,19,1931.75
Yes,Month-to-month,5884-GCYMI,No,No,Male,Fiber optic,No,69.4,0,0,No,No,No,No,Mailed check,Yes,No,No,No,No,1,69.4
Yes,Month-to-month,5889-JTMUL,No,Yes,Female,Fiber optic,Yes,95.05,4,4,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,No,50,4888.7
Yes,Month-to-month,5889-LFOLL,No,No,Female,Fiber optic,Yes,84.6,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,13,1115.2
Yes,Month-to-month,5896-NPFWW,Yes,Yes,Male,DSL,No,50.15,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,3,168.15
Yes,Month-to-month,5899-MQZZL,No,No,Female,Fiber optic,Yes,75,1,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,13,999.45
Yes,Month-to-month,5908-QMGOE,No,No,Male,Fiber optic,Yes,74.2,0,0,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,No,No,15,1133.9
Yes,Month-to-month,5909-ECHUI,No,No,Female,DSL,No,56.25,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,1,56.25
Yes,Month-to-month,5914-DVBWJ,No,No,Female,Fiber optic,Yes,85.45,0,0,Yes,No,Yes,No,Electronic check,Yes,Yes,No,No,Yes,18,1505.85
Yes,Month-to-month,5919-TMRGD,Yes,No,Female,Fiber optic,No,79.35,2,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,1,79.35
Yes,Month-to-month,5922-ABDVO,No,Yes,Female,Fiber optic,Yes,89.65,3,1,No,No,No,Yes,Mailed check,Yes,No,No,Yes,No,19,1761.05
Yes,Month-to-month,5923-GXUOC,No,Yes,Male,Fiber optic,No,104.4,0,0,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,10,1081.45
Yes,Month-to-month,5931-FLJJF,No,No,Male,Fiber optic,No,70.1,0,0,No,No,Yes,Yes,Mailed check,Yes,Yes,No,No,No,7,467.55
Yes,Month-to-month,5940-AHUHD,No,No,Male,Fiber optic,No,70.6,0,0,No,No,No,No,Mailed check,Yes,No,No,No,No,1,70.6
Yes,Month-to-month,5940-NFXKV,Yes,No,Male,Fiber optic,Yes,83.65,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,Yes,No,19,1465.75
Yes,Month-to-month,5949-EBSQK,Yes,No,Male,DSL,No,61.45,0,0,No,No,No,Yes,Credit card (automatic),Yes,No,No,Yes,Yes,4,229.55
Yes,Month-to-month,5949-XIKAE,Yes,No,Female,Fiber optic,No,83.55,0,2,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,8,680.05
Yes,Month-to-month,5955-ERIHD,No,No,Male,Fiber optic,Yes,94.7,0,2,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,18,1687.95
Yes,Month-to-month,5956-VKDTT,No,No,Female,Fiber optic,Yes,74.35,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,5,334.8
Yes,Month-to-month,5959-BELXA,No,No,Male,Fiber optic,Yes,96.15,0,3,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,32,3019.25
Yes,Month-to-month,5960-WPXQM,No,No,Male,Fiber optic,No,79.05,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,1,79.05
Yes,Month-to-month,5976-JCJRH,No,No,Male,Fiber optic,No,70.3,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,10,738.2
Yes,Month-to-month,5980-NOPLP,No,No,Female,Fiber optic,Yes,96.1,0,2,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,44,4364.1
Yes,Month-to-month,5981-ITEMU,No,No,Male,Fiber optic,Yes,97.1,0,4,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,40,3706.95
Yes,Month-to-month,5995-OIGLP,No,No,Male,DSL,No,56.65,0,0,No,Yes,No,No,Mailed check,Yes,No,No,No,Yes,12,654.85
Yes,Month-to-month,5998-VVEJY,No,No,Male,Fiber optic,Yes,80.5,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,26,2088.8
Yes,Month-to-month,6000-APYLU,No,No,Male,Fiber optic,No,80.8,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,9,713.1
Yes,Month-to-month,6005-OBZPH,No,No,Female,Fiber optic,Yes,89.15,1,2,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,26,2277.65
Yes,Month-to-month,6015-VVHHE,No,No,Female,Fiber optic,Yes,83.15,0,0,No,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,No,No,5,446.05
Yes,Month-to-month,6017-PPLPX,Yes,No,Male,Fiber optic,No,70.45,1,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,20,1470.95
Yes,Month-to-month,6022-UGGSO,No,No,Female,Fiber optic,No,74.4,0,0,Yes,No,Yes,No,Electronic check,Yes,Yes,No,No,No,32,2276.95
Yes,Month-to-month,6023-YEBUP,No,Yes,Male,Fiber optic,Yes,100.95,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,3,329.95
Yes,Month-to-month,6029-WTIPC,No,Yes,Male,Fiber optic,Yes,101.1,0,2,No,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,37,3744.05
Yes,Month-to-month,6032-IGALN,No,No,Female,DSL,No phone service,25.1,0,0,No,No,Yes,No,Mailed check,No,No,No,No,No,1,25.1
Yes,Month-to-month,6032-KRXXO,No,No,Male,Fiber optic,No,90.25,0,3,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,30,2755.35
Yes,Month-to-month,6038-GCYEC,No,Yes,Female,DSL,No phone service,54.15,2,1,Yes,No,Yes,No,Credit card (automatic),No,No,Yes,Yes,No,24,1240.25
Yes,Month-to-month,6047-YHPVI,No,No,Male,Fiber optic,No,69.7,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,5,316.9
Yes,Month-to-month,6060-DRTNL,No,Yes,Female,Fiber optic,No,84.85,0,0,No,No,Yes,No,Mailed check,Yes,Yes,Yes,No,No,5,415.55
Yes,Month-to-month,6086-ESGRL,No,No,Female,Fiber optic,No,80.15,0,0,No,No,No,No,Credit card (automatic),Yes,No,No,Yes,No,1,80.15
Yes,Month-to-month,6087-MVHJH,No,Yes,Female,Fiber optic,Yes,88.45,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,16,1422.1
Yes,Month-to-month,6100-QQHEB,Yes,No,Male,Fiber optic,Yes,92.55,0,1,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,17,1515.1
Yes,Month-to-month,6101-IMRMM,Yes,Yes,Male,Fiber optic,No,94.5,0,0,No,No,No,No,Mailed check,Yes,No,Yes,Yes,No,6,575.45
Yes,Month-to-month,6108-OQZDQ,Yes,No,Female,Fiber optic,Yes,97.95,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,4,384.5
Yes,Month-to-month,6110-OHIHY,No,No,Male,Fiber optic,No,79.25,0,0,No,No,No,No,Electronic check,Yes,No,Yes,No,No,3,267.6
Yes,Month-to-month,6121-VZNQB,No,No internet service,Female,No,No,19.1,0,0,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.1
Yes,Month-to-month,6127-ISGTU,No,No,Female,Fiber optic,Yes,84.95,0,0,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,16,1378.25
Yes,Month-to-month,6128-CZOMY,No,No,Female,DSL,No,45.65,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,45.65
Yes,Month-to-month,6140-QNRQQ,No,No,Male,Fiber optic,No,71.55,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,71.55
Yes,Month-to-month,6141-OOXUQ,No,No internet service,Male,No,No,19.65,0,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.65
Yes,Month-to-month,6142-VSJQO,Yes,No,Female,DSL,No,44.35,0,0,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,1,44.35
Yes,Month-to-month,6161-UUUTA,No,No,Male,Fiber optic,No,79.9,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,3,260.9
Yes,Month-to-month,6166-ILMNY,No,No,Female,Fiber optic,No,69.75,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,2,144.55
Yes,Month-to-month,6168-WFVVF,No,No,Female,Fiber optic,No,70.3,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,No,No,3,235.5
Yes,Month-to-month,6172-FECYY,Yes,No,Male,Fiber optic,Yes,84.5,1,0,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,49,4254.85
Yes,Month-to-month,6173-ITPWD,No,Yes,Male,Fiber optic,Yes,83.35,0,4,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,47,4065
Yes,Month-to-month,6178-KFNHS,Yes,No,Female,Fiber optic,Yes,78.3,0,0,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,12,909.25
Yes,Month-to-month,6179-GJPSO,No,No,Female,Fiber optic,No,108.15,0,4,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,Yes,43,4600.7
Yes,Month-to-month,6204-IEUXJ,No,Yes,Female,Fiber optic,No,80.1,0,0,No,No,No,No,Credit card (automatic),Yes,No,No,No,Yes,3,217.55
Yes,Month-to-month,6207-WIOLX,Yes,Yes,Female,DSL,No phone service,58.6,0,1,Yes,Yes,Yes,Yes,Credit card (automatic),No,No,Yes,Yes,No,25,1502.65
Yes,Month-to-month,6210-KBBPI,No,No,Male,Fiber optic,Yes,99.45,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,Yes,Yes,Yes,No,9,919.4
Yes,Month-to-month,6214-EDAKZ,Yes,No,Female,DSL,No,55.15,0,0,Yes,No,No,Yes,Electronic check,Yes,No,No,No,Yes,22,1206.05
Yes,Month-to-month,6221-AVQYL,No,No,Male,Fiber optic,Yes,73.25,0,0,No,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,2,131.05
Yes,Month-to-month,6227-HWPWX,Yes,No,Female,Fiber optic,No,69,0,0,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,15,994.8
Yes,Month-to-month,6230-BSUXY,No,Yes,Female,Fiber optic,No,85,0,0,No,No,Yes,No,Electronic check,Yes,Yes,No,Yes,No,1,85
Yes,Month-to-month,6235-VDHOM,No,No,Female,DSL,No phone service,28.45,0,0,Yes,No,No,No,Electronic check,No,Yes,No,No,No,5,131.05
Yes,Month-to-month,6240-EURKS,Yes,No,Female,DSL,No phone service,35,0,0,No,No,Yes,No,Electronic check,No,No,No,Yes,No,18,553
Yes,Month-to-month,6275-YDUVO,No,Yes,Female,Fiber optic,No,86.2,0,0,No,No,Yes,No,Mailed check,Yes,No,No,Yes,No,2,178.7
Yes,Month-to-month,6284-AHOOQ,No,No,Male,Fiber optic,Yes,90.5,0,1,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,22,1910.6
Yes,Month-to-month,6298-QDFNH,No,No,Male,Fiber optic,Yes,79.35,0,1,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,22,1730.35
Yes,Month-to-month,6304-IJFSQ,No,No,Male,DSL,No,49.9,0,0,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,3,130.1
Yes,Month-to-month,6311-UEUME,No,No,Female,Fiber optic,No,78.9,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,29,2384.15
Yes,Month-to-month,6313-GIDIT,No,Yes,Male,DSL,No phone service,54.45,3,3,Yes,No,Yes,No,Electronic check,No,Yes,Yes,Yes,No,53,2854.55
Yes,Month-to-month,6317-YPKDH,No,No,Female,DSL,No phone service,29.95,0,0,Yes,No,No,No,Bank transfer (automatic),No,No,No,No,No,1,29.95
Yes,Month-to-month,6319-IEJWJ,Yes,No,Male,Fiber optic,No,90.2,0,3,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,20,1776.55
Yes,Month-to-month,6326-MTTXK,No,No,Male,Fiber optic,Yes,100.85,0,0,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,No,8,819.55
Yes,Month-to-month,6328-ZPBGN,No,No,Female,Fiber optic,Yes,95.15,0,1,No,No,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes,No,11,997.65
Yes,Month-to-month,6330-JKLPC,No,No,Male,Fiber optic,Yes,80.5,0,0,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,11,896.9
Yes,Month-to-month,6331-EWIEB,No,No,Male,Fiber optic,Yes,85.25,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,20,1734.5
Yes,Month-to-month,6331-LWDTQ,No,No,Male,DSL,Yes,72.15,0,1,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,No,10,794.25
Yes,Month-to-month,6338-AVWCY,No,Yes,Male,DSL,No phone service,40.15,0,2,No,No,Yes,No,Mailed check,No,No,Yes,No,No,3,130.75
Yes,Month-to-month,6347-DCUIK,No,No,Male,Fiber optic,Yes,74.15,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,10,811.8
Yes,Month-to-month,6352-TWCAU,No,No,Female,Fiber optic,Yes,86.45,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,35,3029.1
Yes,Month-to-month,6356-ELRKD,No,No,Female,Fiber optic,No,95.6,4,0,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,No,1,95.6
Yes,Month-to-month,6358-LYNGM,No,No,Male,Fiber optic,Yes,74.9,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,74.9
Yes,Month-to-month,6365-MTGZX,No,No,Male,Fiber optic,No,96,0,2,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,24,2122.45
Yes,Month-to-month,6366-ZGQGL,No,No,Male,DSL,No phone service,24.8,0,0,No,No,No,No,Bank transfer (automatic),No,No,No,No,No,1,24.8
Yes,Month-to-month,6372-RFVNS,No,No,Female,Fiber optic,No,78.8,0,0,No,No,No,Yes,Electronic check,Yes,No,Yes,No,No,1,78.8
Yes,Month-to-month,6376-GAHQE,No,No,Male,Fiber optic,No,77.85,0,0,No,No,No,No,Electronic check,Yes,No,Yes,No,No,4,299.2
Yes,Month-to-month,6379-RXJRQ,No,No,Male,Fiber optic,No,70.1,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,10,659.65
Yes,Month-to-month,6390-DSAZX,Yes,No,Female,Fiber optic,No,73.6,0,0,No,Yes,Yes,No,Mailed check,Yes,No,No,No,No,1,73.6
Yes,Month-to-month,6393-WRYZE,No,No,Female,Fiber optic,Yes,97.65,0,3,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,34,3207.55
Yes,Month-to-month,6394-MFYNG,No,Yes,Female,Fiber optic,Yes,107.4,0,5,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,48,5121.3
Yes,Month-to-month,6397-JNZZG,No,Yes,Female,DSL,No phone service,55.55,0,4,Yes,No,No,Yes,Credit card (automatic),No,Yes,Yes,Yes,No,43,2342.2
Yes,Month-to-month,6400-BWQKW,No,No,Female,Fiber optic,Yes,79.05,0,0,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,6,434.5
Yes,Month-to-month,6402-ZFPPI,No,No,Female,Fiber optic,Yes,102.8,0,3,Yes,Yes,Yes,No,Mailed check,Yes,Yes,Yes,Yes,No,25,2660.2
Yes,Month-to-month,6410-LEFEN,No,No,Female,DSL,No,45.15,0,0,No,No,No,No,Electronic check,Yes,No,No,No,No,9,416.45
Yes,Month-to-month,6413-XKKPU,Yes,Yes,Male,Fiber optic,No,89.4,0,1,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,No,17,1539.45
Yes,Month-to-month,6416-TVAIH,Yes,No,Male,Fiber optic,No,68.5,0,0,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,1,68.5
Yes,Month-to-month,6424-ELEYH,No,No,Female,Fiber optic,Yes,74.75,1,0,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,3,229.5
Yes,Month-to-month,6432-TWQLB,No,No,Male,Fiber optic,Yes,85.4,0,0,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,5,401.1
Yes,Month-to-month,6437-UKHMV,No,No,Female,Fiber optic,No,79.7,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,No,No,7,586.05
Yes,Month-to-month,6439-GTPCA,No,Yes,Female,Fiber optic,Yes,87.25,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,Yes,45,3941.7
Yes,Month-to-month,6457-GIRWB,No,No,Male,Fiber optic,No,69.35,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,69.35
Yes,Month-to-month,6457-USBER,No,No,Male,Fiber optic,No,80.8,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,1,80.8
Yes,Month-to-month,6467-CHFZW,Yes,No,Male,Fiber optic,Yes,99.35,0,4,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,47,4749.15
Yes,Month-to-month,6474-FVJLC,No,No,Male,Fiber optic,Yes,86,0,0,No,No,Yes,No,Electronic check,Yes,No,No,Yes,No,2,165.45
Yes,Month-to-month,6496-SLWHQ,No,Yes,Male,Fiber optic,Yes,105,0,0,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,3,294.45
Yes,Month-to-month,6502-HCJTI,No,No,Male,Fiber optic,Yes,94.7,0,0,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,Yes,No,7,673.1
Yes,Month-to-month,6502-MJQAE,No,No,Male,Fiber optic,No,69.6,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,69.6
Yes,Month-to-month,6513-EECDB,No,No,Male,Fiber optic,Yes,73.55,0,0,No,No,Yes,Yes,Electronic check,Yes,Yes,No,No,No,1,73.55
Yes,Month-to-month,6518-LGAOV,No,Yes,Female,Fiber optic,Yes,105,0,3,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,38,4026.4
Yes,Month-to-month,6521-YYTYI,Yes,No,Male,Fiber optic,Yes,93.3,0,0,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,1,93.3
Yes,Month-to-month,6543-CPZMK,Yes,No,Male,DSL,No phone service,29.95,0,0,Yes,No,Yes,Yes,Electronic check,No,No,No,No,No,9,248.95
Yes,Month-to-month,6543-XRMYR,No,No,Female,Fiber optic,Yes,99.7,0,3,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,Yes,No,30,2967.35
Yes,Month-to-month,6567-HOOPW,No,No,Female,Fiber optic,No,79.2,0,0,No,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,1,79.2
Yes,Month-to-month,6581-NQCBA,No,No,Female,DSL,No phone service,49.95,0,1,No,No,Yes,Yes,Electronic check,No,No,Yes,Yes,Yes,16,810.2
Yes,Month-to-month,6583-QGCSI,No,No,Female,Fiber optic,Yes,88.05,0,5,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,No,No,50,4367.35
Yes,Month-to-month,6595-COKXZ,No,No,Female,DSL,No,44.45,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,44.45
Yes,Month-to-month,6595-YGXIT,No,No,Male,Fiber optic,Yes,88.95,0,2,Yes,No,Yes,No,Electronic check,Yes,Yes,Yes,No,No,25,2291.2
Yes,Month-to-month,6599-CEBNN,No,No,Female,Fiber optic,No,73.95,0,0,Yes,No,Yes,No,Credit card (automatic),Yes,No,No,No,No,34,2524.45
Yes,Month-to-month,6599-RCLCJ,No,Yes,Male,Fiber optic,Yes,109.55,0,4,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,47,5124.55
Yes,Month-to-month,6608-QQLVK,No,Yes,Male,DSL,No,50.5,0,0,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,50.5
Yes,Month-to-month,6615-NGGZJ,No,No,Male,Fiber optic,Yes,100.55,0,1,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,14,1415.55
Yes,Month-to-month,6615-ZGEDR,No,No internet service,Male,No,No,19.7,3,0,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,19.7
Yes,Month-to-month,6618-RYATB,No,Yes,Female,Fiber optic,Yes,79.55,0,0,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,79.55
